Config Epoch Success_rate reward q_value 
A10C10 11 1.0 -78.11803228634768 -4.6510215
A20C20 1 0.0 -190.95033543993813 -2.9365568
A20C20 2 0.0 -160.32491074600907 -3.6405704
A20C20 3 0.10000000000000002 -148.55816418832475 -3.69922
A20C20 4 0.3666666666666667 -153.46301392020857 -4.3805323
A20C20 5 0.5583333333333332 -83.33971074487101 -4.641212
A20C20 6 0.775 -113.04332182436296 -4.6442347
A20C20 7 0.875 -114.81030774732055 -4.8757577
A20C20 8 0.9833333333333334 -85.62110038623909 -4.572866
A20C20 9 0.975 -104.10604069685105 -4.871852
A20C20 10 1.0 -93.90967666771856 -4.6760736
A20C20 11 1.0 -58.40798763928306 -4.243527
A10C10 1 0.0 -169.18490110323555 -2.7901773
A10C10 2 0.0 -193.0859719482975 -3.6864827
A10C10 3 0.041666666666666664 -157.34143812374037 -3.9065917
A10C10 4 0.26666666666666666 -172.7165182877402 -4.759559
A10C10 5 0.6166666666666667 -87.46565809055282 -4.187617
A10C10 6 0.7333333333333334 -150.2054987024896 -5.0356812
A10C10 7 0.9416666666666668 -97.47372675460859 -4.4859505
A10C10 8 0.975 -85.93879860454437 -4.3079257
A10C10 9 0.9916666666666667 -80.94898171067973 -4.279442
A10C10 10 1.0 -70.98960578315634 -4.5132465
A10C10 11 1.0 -64.5770992606237 -4.4183755
DRL 1 0.0 -205.51664617710466 -2.9999835
DRL 2 0.0 -193.70437168432545 -3.638312
DRL 3 0.0 -178.6623716710652 -4.135859
DRL 4 0.05000000000000001 -161.58414076489257 -4.6650653
DRL 5 0.29166666666666663 -147.20571924229182 -4.27273
DRL 6 0.5750000000000001 -106.11796308864878 -4.8107953
DRL 7 0.8416666666666667 -119.44653450040944 -4.77318
DRL 8 0.9083333333333332 -84.06060035002095 -4.358606
DRL 9 0.9833333333333334 -73.5956471820012 -4.446456
DRL 10 0.975 -63.52572003907286 -4.388145
DRL 11 1.0 -81.7093538151897 -4.6606116
DRL 1 0.0 -248.15370516112412 -3.181813
DRL 2 0.0 -196.96621495013787 -3.7525682
DRL 3 0.0 -179.63054908224277 -4.329157
DRL 4 0.09999999999999999 -107.02868525270112 -4.233104
DRL 5 0.31666666666666665 -113.23830898473479 -4.582707
DRL 6 0.5916666666666667 -81.81784403437541 -4.6980605
DRL 7 0.8833333333333334 -86.48316236449985 -4.358312
DRL 8 0.9 -98.12342127066411 -5.249913
DRL 9 0.9916666666666667 -91.63216354227296 -4.944595
DRL 10 0.9916666666666667 -96.84362590063232 -4.7980337
DRL 11 1.0 -83.87726375361797 -5.0330815
A20C20 1 0.0 -185.87959449312999 -2.8371525
A20C20 2 0.0 -179.68866519012292 -3.460046
A20C20 3 0.05833333333333334 -113.78121370411252 -4.2081623
A20C20 4 0.3416666666666666 -155.19138925828273 -4.1602454
A20C20 5 0.6166666666666667 -106.17734666866905 -4.4483914
A20C20 6 0.8000000000000002 -93.87945694418734 -4.4005003
A20C20 7 0.9250000000000002 -94.87146506548045 -4.4728117
A20C20 8 0.9666666666666667 -94.86840877082841 -4.6316705
A20C20 9 0.9833333333333334 -95.80273248324238 -4.740911
A20C20 10 1.0 -51.34623427111024 -4.196942
A20C20 11 1.0 -74.41154263246845 -4.784042
A10C10 1 0.0 -204.7644957856488 -2.9067028
A10C10 2 0.0 -206.80692791707148 -3.6541908
A10C10 3 0.016666666666666666 -154.8462969702554 -4.168153
A10C10 4 0.2833333333333333 -134.0337785737171 -4.0063424
A10C10 5 0.6583333333333333 -118.41717829479694 -4.1111293
A10C10 6 0.7833333333333333 -124.555614871096 -4.623526
A10C10 7 0.9166666666666666 -95.20214774059416 -4.2791867
A10C10 8 0.9666666666666667 -82.79653974419415 -4.603272
A10C10 9 0.9916666666666667 -83.99996435423778 -4.7540355
A10C10 10 1.0 -66.4535905382486 -4.397203
A10C10 11 1.0 -63.79827937501679 -4.574281
A10C10 1 0.0 -223.58648564651568 -2.8405373
A10C10 2 0.0 -160.83174271263601 -3.3132927
A10C10 3 0.025000000000000005 -180.20697269994307 -4.526676
A10C10 4 0.25833333333333336 -131.0790137402331 -4.388122
A10C10 5 0.5416666666666666 -107.84589979801144 -4.7092023
A10C10 6 0.7416666666666666 -95.31573768452638 -4.895
A10C10 7 0.9333333333333332 -83.27931391495103 -4.4391456
A10C10 8 0.9416666666666668 -92.48933659425911 -4.834432
A10C10 9 1.0 -91.84920618774662 -4.2215343
A10C10 10 1.0 -61.08673230084776 -4.0411105
A10C10 11 1.0 -44.79280326709966 -3.9054947
A10C10 1 0.0 -215.0733832301181 -2.681321
A10C10 2 0.0 -160.5231380465461 -3.4525135
A10C10 3 0.05833333333333334 -158.41229643311803 -4.1689568
A10C10 4 0.21666666666666665 -142.84341962659673 -3.9174898
A10C10 5 0.5750000000000001 -120.79822513551032 -4.604017
A10C10 6 0.7833333333333333 -86.20591386055874 -4.355223
A10C10 7 0.9416666666666668 -69.42207847627435 -4.027905
A10C10 8 0.9833333333333334 -98.92862410861521 -4.613308
A10C10 9 0.9833333333333334 -94.76792769199317 -4.6140504
A10C10 10 1.0 -65.04784636785097 -4.3918777
A10C10 11 1.0 -78.46153174954289 -4.438167
A20C20 1 0.0 -188.17647927769642 -2.8214667
A20C20 2 0.0 -187.86166690942193 -3.5523903
A20C20 3 0.05000000000000001 -174.41854722640892 -4.188103
A20C20 4 0.31666666666666665 -150.98580736899075 -4.220259
A20C20 5 0.6166666666666667 -103.84826873183715 -4.5792933
A20C20 6 0.7833333333333333 -127.53041820468407 -4.6926417
A20C20 7 0.9500000000000001 -72.58314044273807 -4.344877
A20C20 8 0.9833333333333334 -64.02870066343507 -4.2680726
A20C20 9 0.975 -92.28706946753651 -4.6843204
A20C20 10 0.9916666666666667 -89.52996701327517 -4.4953046
A20C20 11 1.0 -78.3759914672252 -4.853008
A20C20 1 0.0 -159.15178417801658 -2.862758
A20C20 2 0.0 -187.63976285944105 -3.7045105
A20C20 3 0.05833333333333333 -162.85538859865574 -4.084188
A20C20 4 0.30833333333333335 -131.44062510743478 -4.2033525
A20C20 5 0.5333333333333333 -142.25318418264666 -4.6956253
A20C20 6 0.725 -89.0517384724293 -4.907724
A20C20 7 0.9083333333333332 -113.18136000648747 -4.2786393
A20C20 8 0.9583333333333334 -80.10536949891042 -4.0923514
A20C20 9 1.0 -59.79250306351609 -3.9819233
A20C20 10 1.0 -90.3132051394747 -4.6676145
A20C20 11 1.0 -82.33469286484551 -4.7421317
DRL 1 0.0 -222.346559900868 -2.922594
DRL 2 0.0 -201.3864701091234 -3.5035973
DRL 3 0.0 -182.84602127018107 -4.158373
DRL 4 0.09166666666666667 -129.45667210180895 -4.3592105
DRL 5 0.325 -133.94528829216898 -5.127611
DRL 6 0.6916666666666668 -107.89301005956236 -4.6857944
DRL 7 0.875 -89.05371171261159 -4.56482
DRL 8 0.9499999999999998 -78.33397474337168 -4.4639096
DRL 9 0.9833333333333334 -97.78522072766496 -4.852196
DRL 10 0.9916666666666667 -67.67129146214097 -4.6797338
DRL 11 1.0 -54.78418031144181 -4.2448993
DRL 1 0.0 -203.6814004055 -3.0707061
DRL 2 0.0 -178.4513969014521 -3.8040516
DRL 3 0.008333333333333333 -154.56095984079846 -4.106831
DRL 4 0.041666666666666664 -160.08614629599253 -3.8806412
DRL 5 0.3 -119.90111128226617 -4.7345395
DRL 6 0.5916666666666667 -120.17940782358825 -4.6924195
DRL 7 0.8833333333333333 -114.6553673922693 -4.638026
DRL 8 0.9 -105.21379447105868 -4.8663225
DRL 9 0.9666666666666667 -99.06024043672808 -4.366546
DRL 10 1.0 -69.96634929242406 -4.3185306
DRL 11 1.0 -78.12024932255152 -4.3576884
DRL 1 0.0 -244.37441165024265 -3.1130657
DRL 2 0.0 -213.85289478815548 -3.5619233
DRL 3 0.016666666666666666 -154.57819357128767 -3.9701138
DRL 4 0.041666666666666664 -143.43862445126584 -4.093491
DRL 5 0.325 -148.15749642470433 -4.575786
DRL 6 0.5916666666666667 -137.7281545484975 -4.907192
DRL 7 0.8333333333333334 -82.88093194540367 -4.6253753
DRL 8 0.9416666666666668 -94.24072268006347 -5.0016966
DRL 9 0.9833333333333334 -85.79280064284774 -4.9665647
DRL 10 0.9916666666666667 -73.62725483156514 -4.401961
DRL 11 1.0 -90.06534355960292 -4.793728
A10C10 1 0.0 -203.75639349825164 -2.7654054
A10C10 2 0.0 -162.88301033357575 -3.3470767
A10C10 3 0.05833333333333333 -145.78815961282248 -3.898513
A10C10 4 0.15833333333333335 -167.34256478574179 -4.3736186
A10C10 5 0.5 -106.23873435240091 -4.8228583
A10C10 6 0.75 -86.7548401213362 -4.715563
A10C10 7 0.9249999999999999 -109.59331357439014 -4.222816
A10C10 8 0.975 -76.02239106854654 -4.168897
A10C10 9 0.9916666666666667 -77.72742205641653 -4.749759
A10C10 10 1.0 -76.62459755953715 -4.278156
A10C10 11 1.0 -76.85825679710173 -4.782036
A20C20 1 0.0 -224.80053637268566 -2.920227
A20C20 2 0.0 -169.8581042737578 -3.6898987
A20C20 3 0.05000000000000001 -218.770803922794 -4.4269524
A20C20 4 0.25833333333333336 -150.3903115737262 -4.359383
A20C20 5 0.6666666666666666 -93.5596809521954 -4.262615
A20C20 6 0.7999999999999999 -105.99952176118398 -4.488641
A20C20 7 0.8666666666666666 -114.40549554221855 -4.6871014
A20C20 8 0.9666666666666667 -67.44051777746051 -4.18564
A20C20 9 0.9833333333333334 -77.59131123069113 -4.283462
A20C20 10 1.0 -91.45617277723913 -4.43214
A20C20 11 1.0 -75.99191014062326 -4.4511194
DRL 1 0.0 -205.77239897360542 -3.0219824
DRL 2 0.0 -189.0448503547117 -3.4994504
DRL 3 0.008333333333333333 -163.03310736566837 -3.8968132
DRL 4 0.041666666666666664 -192.30640326462654 -4.557964
DRL 5 0.31666666666666665 -108.20595537112627 -4.7586083
DRL 6 0.6166666666666666 -97.3027205444608 -4.788309
DRL 7 0.7749999999999999 -93.22491550821145 -4.843303
DRL 8 0.9500000000000001 -75.52176673048801 -4.869469
DRL 9 0.975 -69.34095842843755 -4.866772
DRL 10 1.0 -81.0317300346764 -4.6497054
DRL 11 1.0 -69.881101473911 -4.6363797
A10C10 1 0.0 -193.97197282977376 -2.9145584
A10C10 2 0.0 -161.47348591047282 -3.5624552
A10C10 3 0.08333333333333333 -165.00644593486197 -3.6912467
A10C10 4 0.13333333333333333 -193.43277959164342 -5.1490583
A10C10 5 0.5416666666666666 -115.07680035158056 -4.744783
A10C10 6 0.7916666666666666 -87.705060662825 -4.3955326
A10C10 7 0.8666666666666666 -91.23737181885582 -4.4317536
A10C10 8 0.9583333333333334 -75.26333170878542 -4.4185157
A10C10 9 1.0 -81.17449083831733 -4.473601
A10C10 10 1.0 -89.92845996873525 -3.9367237
A10C10 11 1.0 -77.69977128932696 -4.492745
A10C10 1 0.0 -158.8841817336639 -2.7183087
A10C10 2 0.008333333333333333 -218.43211445114306 -3.6074162
A10C10 3 0.05833333333333334 -133.24788460512494 -3.9175866
A10C10 4 0.25 -149.9327498875033 -4.432724
A10C10 5 0.5333333333333333 -134.34112236975508 -4.6601186
A10C10 6 0.7666666666666666 -99.65445133363515 -4.640087
A10C10 7 0.8999999999999999 -90.74985320828024 -4.4527106
A10C10 8 0.975 -62.0943769450441 -4.294756
A10C10 9 0.9916666666666667 -62.23779429202684 -4.0303535
A10C10 10 1.0 -77.30929546648662 -3.9939473
A10C10 11 1.0 -48.287009013282734 -4.753998
A10C10 1 0.0 -208.56277669121448 -3.0623124
A10C10 2 0.0 -181.90096855121269 -3.5308151
A10C10 3 0.09166666666666667 -149.7811889808405 -3.847286
A10C10 4 0.35833333333333334 -91.97728158750404 -3.9534178
A10C10 5 0.6 -115.25630127831056 -4.439622
A10C10 6 0.7083333333333334 -113.55690874797119 -4.8578353
A10C10 7 0.8833333333333334 -139.55972531330508 -4.6470222
A10C10 8 0.9499999999999998 -101.68987852708342 -4.844106
A10C10 9 0.9916666666666667 -83.67708421282863 -4.1925645
A10C10 10 1.0 -78.55589382171986 -4.3591323
A10C10 11 1.0 -80.60925001579874 -4.4954185
A20C20 1 0.0 -197.95307703929998 -2.7976189
A20C20 2 0.0 -186.68340847222328 -3.6188648
A20C20 3 0.06666666666666667 -151.52463150305252 -4.427793
A20C20 4 0.30833333333333335 -132.07816528932779 -4.478188
A20C20 5 0.6083333333333333 -102.1907334608563 -4.461029
A20C20 6 0.8000000000000002 -103.16196790392223 -4.821186
A20C20 7 0.9083333333333333 -123.68481743699589 -4.5989213
A20C20 8 0.9916666666666667 -102.98061572188539 -4.7545147
A20C20 9 0.9916666666666667 -85.60867773688722 -4.2621536
A20C20 10 1.0 -79.91660598798586 -4.3491697
A20C20 11 1.0 -61.86769483508837 -4.8934965
DRL 1 0.0 -199.79393132665123 -2.8966668
DRL 2 0.0 -198.48267577705283 -3.7543173
DRL 3 0.008333333333333333 -170.08415993106527 -4.3133388
DRL 4 0.041666666666666664 -133.71580687983567 -4.548638
DRL 5 0.2333333333333333 -131.9077517515751 -4.812428
DRL 6 0.43333333333333335 -120.75344215733577 -5.1432543
DRL 7 0.8000000000000002 -100.73102044352997 -4.8049235
DRL 8 0.9166666666666666 -75.61622942317759 -4.630906
DRL 9 0.9666666666666667 -70.31631762014815 -4.2857323
DRL 10 0.9916666666666667 -80.56058528437701 -4.5358534
DRL 11 1.0 -63.28620858611733 -4.3716774
A10C10 1 0.0 -231.02638672598695 -2.801387
A10C10 2 0.0 -210.11130255773813 -3.5081396
A10C10 3 0.075 -111.52985795586466 -3.8433273
A10C10 4 0.30833333333333335 -150.84394832381668 -4.092507
A10C10 5 0.6166666666666667 -135.79709791366597 -4.283928
A10C10 6 0.7999999999999999 -104.44429454890627 -4.8711963
A10C10 7 0.8833333333333333 -122.14172308933625 -4.571877
A10C10 8 0.9833333333333334 -114.66665567401863 -4.269064
A10C10 9 0.9916666666666667 -80.50355180483781 -4.704601
A10C10 10 1.0 -77.47131838115695 -4.396256
A10C10 11 1.0 -71.75008697352473 -4.752466
A20C20 1 0.0 -178.41078575699007 -2.8015945
A20C20 2 0.0 -173.6309363424118 -3.3199368
A20C20 3 0.041666666666666664 -145.62187909335216 -4.1786566
A20C20 4 0.3 -140.21072167777814 -4.4030843
A20C20 5 0.6166666666666666 -126.91325365173174 -4.3647857
A20C20 6 0.7416666666666666 -115.96656719226878 -4.8747525
A20C20 7 0.9416666666666668 -132.80781447990816 -4.6607137
A20C20 8 0.975 -81.42196474048002 -4.3867626
A20C20 9 1.0 -69.00975590790172 -4.344796
A20C20 10 1.0 -65.22425856728732 -4.2587256
A20C20 11 1.0 -61.275506299257536 -4.5863557
A20C20 1 0.0 -180.07922444719895 -2.899247
A20C20 2 0.0 -132.8203078492122 -3.3162878
A20C20 3 0.025000000000000005 -162.17172113833917 -4.401331
A20C20 4 0.4000000000000001 -115.05495104140198 -4.4985566
A20C20 5 0.6083333333333333 -139.78013495001645 -4.6623955
A20C20 6 0.7666666666666667 -84.947002535136 -4.5298867
A20C20 7 0.9166666666666666 -91.85436390370735 -4.386265
A20C20 8 0.9416666666666668 -131.5046400394634 -4.827643
A20C20 9 0.9833333333333334 -100.01905562285584 -4.353793
A20C20 10 1.0 -88.589921944679 -4.712296
A20C20 11 1.0 -66.78017160845475 -4.2215934
A10C10 1 0.0 -224.31161858436766 -2.9706352
A10C10 2 0.016666666666666666 -174.75929386433822 -3.3149767
A10C10 3 0.049999999999999996 -152.4073198321196 -4.1175523
A10C10 4 0.275 -181.06613384452953 -4.5758967
A10C10 5 0.575 -92.35869022316972 -4.590942
A10C10 6 0.75 -118.2772237138628 -4.816434
A10C10 7 0.9249999999999999 -102.87498245202532 -4.4964232
A10C10 8 0.9416666666666665 -85.35352790546308 -4.78578
A10C10 9 1.0 -89.26410897952222 -4.5526376
A10C10 10 1.0 -70.19790483462366 -4.474915
A10C10 11 1.0 -72.51700890499545 -4.2345414
DRL 1 0.0 -192.85254758731176 -2.7233505
DRL 2 0.0 -193.8507515459129 -3.823737
DRL 3 0.0 -174.06388646740956 -4.219319
DRL 4 0.05833333333333333 -125.97011037309515 -4.532828
DRL 5 0.30833333333333335 -118.47308971221389 -4.276238
DRL 6 0.65 -107.43132052935574 -4.67756
DRL 7 0.7583333333333333 -95.22893584094435 -5.1340785
DRL 8 0.9583333333333334 -100.44423581668082 -4.7570095
DRL 9 0.9833333333333334 -78.31696218002587 -4.4566517
DRL 10 1.0 -87.16900493003526 -5.006977
DRL 11 1.0 -92.74044562383808 -4.998468
A20C20 1 0.0 -177.0418457795744 -3.0639374
A20C20 2 0.0 -202.79118831770577 -3.4679973
A20C20 3 0.05833333333333333 -118.70538664299988 -3.814975
A20C20 4 0.225 -167.7212889288345 -4.593656
A20C20 5 0.6416666666666666 -115.94408755568281 -4.235415
A20C20 6 0.775 -86.97588547931878 -4.4427476
A20C20 7 0.9333333333333332 -95.97967873435759 -4.585663
A20C20 8 0.9666666666666667 -90.31723046147077 -4.4618793
A20C20 9 0.975 -92.28864516171434 -4.383403
A20C20 10 0.9916666666666667 -75.204057938523 -4.28322
A20C20 11 1.0 -65.65373610890842 -4.470773
A10C10 1 0.0 -221.0434973286358 -2.7078972
A10C10 2 0.0 -201.4540365609653 -3.2796314
A10C10 3 0.03333333333333333 -174.75194042349077 -4.3244815
A10C10 4 0.28333333333333327 -164.37780854714785 -4.4241815
A10C10 5 0.5583333333333335 -106.03383854642227 -4.534607
A10C10 6 0.6833333333333332 -126.28341635948338 -4.478597
A10C10 7 0.8999999999999999 -98.78004718147447 -4.4275556
A10C10 8 0.9333333333333332 -108.35921487778899 -4.7360973
A10C10 9 0.9916666666666667 -71.89711371052795 -4.3766003
A10C10 10 1.0 -67.72652879926925 -4.304995
A10C10 11 1.0 -96.24676497495284 -4.654077
A10C10 1 0.0 -228.7224879707005 -2.809501
A10C10 2 0.0 -213.0887104223941 -3.7550843
A10C10 3 0.041666666666666664 -204.25813809761908 -4.283432
A10C10 4 0.20833333333333334 -153.16750518309604 -4.526453
A10C10 5 0.6083333333333333 -143.23821100087721 -4.4404635
A10C10 6 0.8250000000000001 -83.49173040792532 -4.081281
A10C10 7 0.9249999999999999 -92.86165443043326 -4.0913563
A10C10 8 0.9666666666666667 -83.13312374089686 -4.5303473
A10C10 9 0.9916666666666667 -80.79932152580186 -4.3850102
A10C10 10 1.0 -83.91276255971968 -4.2692323
A10C10 11 1.0 -61.518391278220456 -4.418231
A20C20 1 0.0 -234.5188191820976 -2.8728707
A20C20 2 0.0 -170.57926252889328 -3.3758621
A20C20 3 0.09166666666666667 -121.851521300755 -3.7784376
A20C20 4 0.26666666666666666 -136.25960472325173 -4.447607
A20C20 5 0.6333333333333334 -100.81243235894914 -4.407284
A20C20 6 0.8000000000000002 -124.63116279301153 -4.5588775
A20C20 7 0.9499999999999998 -120.04131536587789 -4.5286574
A20C20 8 0.9333333333333332 -110.99574136430506 -4.7677164
A20C20 9 1.0 -66.84865884392448 -4.3796916
A20C20 10 0.9916666666666667 -80.56897075344625 -4.5751467
A20C20 11 0.9916666666666667 -73.72927541375016 -4.2968483
A10C10 1 0.0 -179.23542276631937 -2.7164612
A10C10 2 0.016666666666666666 -218.33545813623292 -3.5279381
A10C10 3 0.05000000000000001 -177.86038916541636 -4.1123652
A10C10 4 0.3 -162.63522472229965 -4.1394057
A10C10 5 0.6083333333333333 -115.90742939513807 -4.398671
A10C10 6 0.7000000000000001 -110.21085398590124 -4.7933
A10C10 7 0.875 -95.61652500312931 -4.855129
A10C10 8 0.9916666666666667 -82.74483631081242 -4.191163
A10C10 9 0.9833333333333334 -63.935544390398746 -4.639329
A10C10 10 1.0 -70.64292738291125 -4.6808033
A10C10 11 1.0 -81.82109385448095 -4.1860538
DRL 1 0.0 -215.54459073579605 -3.2202823
DRL 2 0.0 -188.89656060650154 -3.4216747
DRL 3 0.008333333333333333 -165.35176374271052 -4.3952556
DRL 4 0.05000000000000001 -156.23921382035778 -4.4767175
DRL 5 0.27499999999999997 -131.87483889220633 -4.9784093
DRL 6 0.6250000000000001 -122.37589954779601 -4.7911835
DRL 7 0.8416666666666667 -79.92411007759284 -4.559344
DRL 8 0.9499999999999998 -116.57792973826834 -4.636513
DRL 9 0.9499999999999998 -106.38094626726058 -5.069011
DRL 10 1.0 -73.88370980590314 -4.621528
DRL 11 0.9666666666666667 -66.33228969580485 -4.561664
DRL 1 0.0 -215.90575587086883 -2.8230839
DRL 2 0.0 -193.90137062532798 -3.8321266
DRL 3 0.008333333333333333 -156.8430473692747 -4.197273
DRL 4 0.075 -184.14125194052 -4.375744
DRL 5 0.30833333333333335 -121.66447399934545 -4.827102
DRL 6 0.5916666666666667 -102.42499737089612 -4.7947717
DRL 7 0.75 -103.10601486023408 -5.015001
DRL 8 0.9499999999999998 -67.52561348237352 -4.999921
DRL 9 0.9916666666666667 -85.23173038240463 -4.340209
DRL 10 0.9916666666666667 -68.27321703511818 -4.6151814
DRL 11 1.0 -63.29516175811139 -4.6577983
A20C20 1 0.0 -195.3310810502493 -2.71722
A20C20 2 0.0 -177.6414331313857 -3.6744745
A20C20 3 0.07500000000000001 -145.64933360995636 -3.9731596
A20C20 4 0.3083333333333333 -153.78248085422663 -4.2501607
A20C20 5 0.6083333333333334 -103.06179414845747 -4.2600274
A20C20 6 0.7583333333333334 -147.32044226577094 -4.8082337
A20C20 7 0.8666666666666666 -102.82028058816633 -4.837353
A20C20 8 0.9666666666666667 -83.19164866396774 -4.6415334
A20C20 9 0.9916666666666667 -61.7713254250692 -4.2923408
A20C20 10 1.0 -82.89355755861901 -4.3168473
A20C20 11 1.0 -82.03437139022857 -4.5181117
DRL 1 0.0 -218.14625019050808 -2.9145536
DRL 2 0.0 -195.54699322261104 -3.706128
DRL 3 0.0 -169.19848766813078 -4.307861
DRL 4 0.09999999999999999 -148.13628359380118 -4.5191846
DRL 5 0.35000000000000003 -106.36411983343937 -4.534205
DRL 6 0.7083333333333334 -110.61279483869761 -4.5024095
DRL 7 0.8166666666666668 -83.75534260841054 -4.5667872
DRL 8 0.9333333333333332 -92.44188256550778 -4.9471273
