Config Epoch Success_rate reward q_value 
DRL 9 0.9583333333333334 -85.04448892046678 -4.8088384
DRL 10 1.0 -65.45967426128037 -4.849243
DRL 11 1.0 -67.34856092348177 -5.07377
DRL 1 0.0 -253.56493682215407 -3.2959645
DRL 2 0.0 -181.5138206994349 -3.855152
DRL 3 0.0 -181.6541788090158 -3.925111
DRL 4 0.03333333333333333 -139.02962642810618 -4.888702
DRL 5 0.25 -140.9786032295763 -4.976653
DRL 6 0.55 -119.38845006654417 -4.4812727
DRL 7 0.7916666666666666 -116.34657847669268 -5.017544
DRL 8 0.9250000000000002 -95.09365121059555 -4.7306523
DRL 9 0.9916666666666667 -64.92407351550149 -4.6718225
DRL 10 1.0 -98.26544453138438 -4.8677325
DRL 11 1.0 -73.2367456233287 -5.0261564
DRL 1 0.0 -229.3817402552486 -2.9682357
DRL 2 0.0 -209.10873555121793 -3.7334337
DRL 3 0.0 -158.82588289487026 -4.117904
DRL 4 0.05000000000000001 -174.41422199787885 -4.9214387
DRL 5 0.21666666666666667 -155.00605391931276 -4.9260774
DRL 6 0.5666666666666667 -146.68175156312427 -4.6154666
DRL 7 0.7666666666666666 -89.64026689101075 -4.739262
DRL 8 0.9250000000000002 -116.35325242442919 -4.9270096
DRL 9 0.9333333333333332 -92.54061536466384 -4.618674
DRL 10 1.0 -89.7966555483971 -4.9773846
DRL 11 1.0 -89.34946990696493 -4.7383404
A20C20 1 0.0 -218.78202487805785 -2.9137018
A20C20 2 0.008333333333333333 -177.7508806709809 -3.4882271
A20C20 3 0.041666666666666664 -166.56946971760675 -3.7932532
A20C20 4 0.25 -178.24713763608239 -4.4129624
A20C20 5 0.5583333333333333 -89.7905940932933 -4.6779118
A20C20 6 0.7916666666666666 -100.83693331291097 -4.553714
A20C20 7 0.9166666666666666 -88.67468094994575 -4.5889378
A20C20 8 0.9666666666666667 -80.2592387657911 -4.1543784
A20C20 9 1.0 -68.12084675143039 -4.4699802
A20C20 10 1.0 -74.72340290404725 -4.297909
A20C20 11 1.0 -71.78057042529727 -4.62209
A20C20 1 0.0 -207.97150384514427 -2.7087047
A20C20 2 0.0 -186.4517323405969 -3.6606388
A20C20 3 0.03333333333333333 -147.9910471126901 -3.980696
A20C20 4 0.2833333333333333 -128.1368114076857 -4.296576
A20C20 5 0.6 -91.9512517946082 -4.3614807
A20C20 6 0.7999999999999999 -123.88337239227569 -4.498758
A20C20 7 0.9416666666666668 -94.76670915033874 -4.487039
A20C20 8 0.9916666666666667 -85.60630350716872 -4.3331666
A20C20 9 0.9916666666666667 -60.102435112583436 -4.1564674
A20C20 10 1.0 -72.67317147732113 -4.2453637
A20C20 11 0.9916666666666667 -58.68197710369879 -4.2982626
A10C10 1 0.0 -218.6834687200002 -3.0473359
A10C10 2 0.0 -194.4401617851162 -3.364806
A10C10 3 0.041666666666666664 -177.380513544739 -3.9795609
A10C10 4 0.21666666666666667 -129.7195362059509 -4.103309
A10C10 5 0.5416666666666666 -94.15587272260586 -4.4395933
A10C10 6 0.7583333333333334 -96.22600523079576 -4.551965
A10C10 7 0.9333333333333332 -82.83745921920341 -4.2095265
A10C10 8 0.975 -93.84232390842102 -4.344545
A10C10 9 0.975 -80.12502884028788 -4.7773957
A10C10 10 1.0 -80.51557574624273 -4.194865
A10C10 11 1.0 -66.45731435093376 -4.406596
A20C20 1 0.0 -182.69851699861985 -2.9011688
A20C20 2 0.0 -152.75784119685713 -3.7928712
A20C20 3 0.09166666666666667 -150.9042954894155 -4.064138
A20C20 4 0.2916666666666667 -171.99410006195635 -4.485082
A20C20 5 0.6166666666666666 -125.96083049999784 -4.3417244
A20C20 6 0.7666666666666666 -94.03771732381843 -4.6800523
A20C20 7 0.9333333333333332 -56.719575058834835 -4.45264
A20C20 8 0.975 -87.23778618034707 -4.733519
A20C20 9 0.9916666666666667 -74.37900982415628 -4.8611197
A20C20 10 1.0 -68.90559112671976 -4.4395432
A20C20 11 1.0 -50.47703622675499 -4.6786003
A20C20 1 0.0 -215.05737103347988 -2.9264991
A20C20 2 0.0 -202.5034327673268 -3.5962307
A20C20 3 0.05000000000000001 -135.11327733719483 -4.114529
A20C20 4 0.27499999999999997 -143.98495062869753 -4.5264964
A20C20 5 0.5833333333333334 -117.9022039408964 -4.64988
A20C20 6 0.7666666666666667 -121.55660774138319 -4.739466
A20C20 7 0.8916666666666666 -106.79853766841654 -5.1956606
A20C20 8 0.9916666666666667 -93.00553191264737 -4.280179
A20C20 9 1.0 -74.8074018831431 -4.103686
A20C20 10 1.0 -64.43144948059027 -4.3760405
A20C20 11 1.0 -87.37272154077978 -5.1424656
A20C20 1 0.0 -202.47843025817406 -2.8845043
A20C20 2 0.0 -174.73646125747442 -3.7058322
A20C20 3 0.05833333333333333 -154.1896560581877 -4.2060757
A20C20 4 0.35833333333333334 -140.72687910243073 -4.265455
A20C20 5 0.65 -119.89464521882714 -4.164743
A20C20 6 0.7833333333333333 -117.57818448333067 -4.3049664
A20C20 7 0.9083333333333333 -94.65885618964258 -4.4121556
A20C20 8 0.9916666666666667 -77.4327002010349 -4.528099
A20C20 9 0.9916666666666667 -75.63641946389629 -4.7634516
A20C20 10 1.0 -60.90355795971295 -3.9590406
A20C20 11 1.0 -91.09686560843302 -4.791777
A10C10 1 0.0 -196.44386608493008 -2.9216945
A10C10 2 0.0 -170.7298278623192 -3.3382747
A10C10 3 0.025000000000000005 -168.0723769430863 -3.9575968
A10C10 4 0.19999999999999998 -134.04213020459363 -4.63923
A10C10 5 0.5083333333333333 -97.63174055910231 -4.726198
A10C10 6 0.7333333333333333 -116.62176030972667 -4.7236323
A10C10 7 0.9249999999999999 -108.27430617300634 -4.2986026
A10C10 8 1.0 -68.7534146425511 -4.183638
A10C10 9 0.9916666666666667 -87.87476323487681 -4.518201
A10C10 10 1.0 -73.28407980207571 -4.500087
A10C10 11 1.0 -47.55906811469121 -4.185179
DRL 1 0.0 -198.84738970910198 -2.9909766
DRL 2 0.0 -186.55442330187284 -3.7258298
DRL 3 0.016666666666666666 -174.00742953965434 -4.2242594
DRL 4 0.05833333333333334 -113.93768892390763 -4.6852703
DRL 5 0.4083333333333334 -113.87406901321334 -4.820313
DRL 6 0.5916666666666667 -87.56418215270139 -4.846049
DRL 7 0.85 -131.2812385088369 -4.6418824
DRL 8 0.975 -97.13082434061617 -4.6781545
DRL 9 0.9916666666666667 -82.46287614426062 -5.1108136
DRL 10 0.9916666666666667 -91.98794757932167 -4.512034
DRL 11 1.0 -79.97771750698816 -4.379662
DRL 1 0.0 -186.82970182112186 -3.005051
DRL 2 0.0 -195.52843337235137 -3.611418
DRL 3 0.008333333333333333 -146.16756739286492 -4.6438847
DRL 4 0.10000000000000002 -115.978099645812 -4.405649
DRL 5 0.375 -157.0541875809125 -4.621029
DRL 6 0.6333333333333333 -116.19685042195904 -4.6749334
DRL 7 0.8250000000000001 -130.04386388412016 -5.061583
DRL 8 0.9416666666666665 -94.66160118056708 -4.3989134
DRL 9 0.975 -70.78861769370275 -4.2275434
DRL 10 0.9916666666666667 -100.649665322069 -5.063936
DRL 11 1.0 -87.25941636589961 -4.619267
DRL 1 0.0 -207.71677250778097 -3.0262063
DRL 2 0.0 -175.86790386004887 -3.5266619
DRL 3 0.016666666666666666 -185.7020203507857 -4.4327674
DRL 4 0.05833333333333333 -123.2200499419306 -4.21924
DRL 5 0.275 -119.37536256893061 -4.66984
DRL 6 0.5666666666666668 -128.9102742698863 -4.7170577
DRL 7 0.775 -99.57431457454668 -4.9062214
DRL 8 0.9416666666666665 -82.96822129851209 -4.4587955
DRL 9 0.9833333333333334 -98.70795199977526 -4.7230954
DRL 10 0.9833333333333334 -100.82759460555906 -5.014542
DRL 11 1.0 -75.15093395447262 -4.926869
A10C10 1 0.0 -197.48757940682233 -2.7081807
A10C10 2 0.008333333333333333 -172.84007778539544 -3.4069595
A10C10 3 0.041666666666666664 -159.5969115739489 -3.6385763
A10C10 4 0.21666666666666667 -160.86855716737566 -4.356377
A10C10 5 0.48333333333333334 -128.73079011842682 -4.8231063
A10C10 6 0.8166666666666668 -112.60899595158709 -4.241818
A10C10 7 0.9250000000000002 -99.79962390129594 -4.372278
A10C10 8 0.9416666666666668 -86.43008876816305 -4.808941
A10C10 9 1.0 -67.15105881549935 -4.6560826
A10C10 10 1.0 -52.49730017517323 -4.466847
A10C10 11 1.0 -82.08528659087561 -4.4673114
DRL 1 0.0 -229.63222833039472 -2.9772289
DRL 2 0.0 -221.74055086958435 -4.0176806
DRL 3 0.0 -161.7019376813142 -3.9604962
DRL 4 0.09166666666666667 -160.7753746404692 -4.1236167
DRL 5 0.24166666666666667 -98.66263355788175 -4.6759334
DRL 6 0.6083333333333334 -100.62026865106226 -4.7756886
DRL 7 0.8583333333333334 -98.34944948100686 -4.4159293
DRL 8 0.9416666666666668 -124.11225117654386 -4.721733
DRL 9 0.9833333333333334 -111.59124423115286 -4.7749095
DRL 10 1.0 -85.0300724382568 -4.7371497
DRL 11 1.0 -85.16919397143545 -5.00594
DRL 1 0.0 -181.85703339315546 -2.7874968
DRL 2 0.0 -183.0897102464544 -3.5973957
DRL 3 0.0 -181.17548197429392 -4.215771
DRL 4 0.06666666666666667 -103.23370807442875 -4.1550713
DRL 5 0.24166666666666667 -106.81523594052844 -4.7969766
DRL 6 0.5750000000000001 -98.4724599048459 -4.6849227
DRL 7 0.7166666666666667 -83.74663986475552 -4.29254
DRL 8 0.9 -109.9333543947444 -5.1791816
DRL 9 0.9666666666666667 -71.77275740213567 -5.1323776
DRL 10 0.9916666666666667 -89.9003808018317 -4.661774
DRL 11 1.0 -64.19735513025138 -4.447868
A20C20 1 0.0 -211.7459521230215 -3.1073437
A20C20 2 0.0 -183.86632096238705 -3.5613527
A20C20 3 0.041666666666666664 -148.12555359630457 -4.0034194
A20C20 4 0.2833333333333333 -151.1510358402453 -4.331213
A20C20 5 0.5833333333333334 -113.6539953644807 -4.384608
A20C20 6 0.8000000000000002 -83.60710730180739 -4.5387745
A20C20 7 0.8999999999999999 -88.83408474052226 -4.792632
A20C20 8 1.0 -68.61168850575278 -4.18124
A20C20 9 1.0 -101.19431898990001 -4.2542734
A20C20 10 1.0 -66.29008713678108 -4.466853
A20C20 11 1.0 -73.00168299488752 -4.3487453
